Id,SerialId,Name,BookStatus,CreatedOn,IsDel,Remark
100,YFSJ0113,软件框架设计的艺术,0,2015-11-13 16:49:06.500,0,
101,YFSJ0114,持续交付发布可靠软件的系统方法,0,2015-11-13 16:49:06.500,0,
102,YFSJ0115,.Net单元测试艺术,0,2015-11-13 16:49:06.500,0,
103,YFSJ0116,敏捷开发一千零一夜,0,2015-11-13 16:49:06.500,0,
104,YFSJ0117,Premiere Pro CS6从入门到精通,0,2015-11-13 16:49:06.500,0,
105,YFSJ0118,PPT动画传奇,0,2015-11-13 16:49:06.500,0,
106,YFSJ0119,Hbase权威指南,0,2015-11-13 16:49:06.500,0,
107,YFSJ0120,WCF全面解析下,0,2015-11-13 16:49:06.500,0,
108,YFSJ0121,WCF全面解析上,0,2015-11-13 16:49:06.500,0,
109,YFSJ0123,下一站:用户体验(修订版),0,2015-11-13 16:49:06.500,0,
110,YFSJ0124,MongoDB权威指南,0,2015-11-13 16:49:06.500,0,
111,YFSJ0125,代码整洁之道,0,2015-11-13 16:49:06.500,0,
112,YFSJ0126,SQL Server 2012实施与管理实战指南,0,2015-11-13 16:49:06.500,0,
113,YFSJ0127,高效程序员的45个习惯敏捷开发修炼之道,0,2015-11-13 16:49:06.500,0,
114,YFSJ0130,高性能MySQL,0,2015-11-13 16:49:06.500,0,
115,YFSJ0131,淘宝十年产品事,0,2015-11-13 16:49:06.500,0,
116,YFSJ0132,淘宝技术这十年,0,2015-11-13 16:49:06.500,0,
117,YFSJ0133,淘宝十年产品事,0,2015-11-13 16:49:06.500,0,
118,YFSJ0135,大型网站技术架构,0,2015-11-13 16:49:06.500,0,
119,YFSJ0136,Google软件测试之道,0,2015-11-13 16:49:06.500,0,
120,YFSJ0139,UX设计之道——以用户体验为中心的Web设计,0,2015-11-13 16:49:06.500,0,
121,YFSJ0140,用户体验要素：以用户为中心的产品设计（原书第2版）,0,2015-11-13 16:49:06.500,0,
122,YFSJ0141,Don't make me think（原书第2版）,0,2015-11-13 16:49:06.500,0,
123,YFSJ0142,神一样的产品经理-基于移动与互联网产品实践,0,2015-11-13 16:49:06.500,0,
124,YFSJ0143,About Face3交互设计精髓,0,2015-11-13 16:49:06.500,0,
125,YFSJ0144,学会提问,0,2015-11-13 16:49:06.500,0,
126,YFSJ0145,学会提问,0,2015-11-13 16:49:06.500,0,
127,YFSJ0146,网络营销实战密码,0,2015-11-13 16:49:06.500,0,
128,YFSJ0147,OpenStack部署实践,0,2015-11-13 16:49:06.500,0,
129,YFSJ0148,OpenStack部署实践,0,2015-11-13 16:49:06.500,0,
130,YFSJ0149,Java核心技术卷I,0,2015-11-13 16:49:06.500,0,
131,YFSJ0150,Java核心技术卷II,0,2015-11-13 16:49:06.500,0,
132,YFSJ0151,Maven实战,0,2015-11-13 16:49:06.500,0,
133,YFSJ0152,Effective Java中文版第二版,0,2015-11-13 16:49:06.500,0,
134,YFSJ0153,持续成长路线图,0,2015-11-13 16:49:06.500,0,
135,YFSJ0154,技术研发部规范化管理工具箱,0,2015-11-13 16:49:06.500,0,
136,YFSJ0155,德胜员工守则,0,2015-11-13 16:49:06.500,0,
137,YFSJ0156,江苏省软件产业发展研究报告,0,2015-11-13 16:49:06.500,0,
138,YFSJ0158,下一个倒下的会不会是华为,0,2015-11-13 16:49:06.500,0,
139,YFSJ0159,大数据,0,2015-11-13 16:49:06.500,0,
140,YFSJ0160,Don't make me think（原书第2版）,0,2015-11-13 16:49:06.500,0,
141,YFSJ0161,精细化管理,0,2015-11-13 16:49:06.500,0,
142,YFSJ0162,TOP100全球软件案例精选集,0,2015-11-13 16:49:06.500,0,
143,YFSJ0163,德胜员工守则,0,2015-11-13 16:49:06.500,0,
144,YFSJ0164,细节决定成败,0,2015-11-13 16:49:06.500,0,
145,YFSJ0165,Hbase实战,0,2015-11-13 16:49:06.500,0,
146,YFSJ0166,C#开发之道,0,2015-11-13 16:49:06.500,0,
147,YFSJ0167,德胜员工守则,0,2015-11-13 16:49:06.500,0,
148,YFSJ0168,精细化管理,0,2015-11-13 16:49:06.500,0,
149,YFSJ0169,员工持股计划-实施指南,0,2015-11-13 16:49:06.500,0,
150,YFSJ0170,管理的实践,0,2015-11-13 16:49:06.500,0,
151,YFSJ0171,敏捷软件开发：原则，模式与实践,0,2015-11-13 16:49:06.500,0,
152,YFSJ0172,影响力（经典版）,0,2015-11-13 16:49:06.500,0,
153,YFSJ0173,影响力（经典版）,0,2015-11-13 16:49:06.500,0,
154,YFSJ0174,第五项修炼,0,2015-11-13 16:49:06.500,0,
155,YFSJ0175,第五项修炼,0,2015-11-13 16:49:06.500,0,
156,YFSJ0176,大败局I,0,2015-11-13 16:49:06.500,0,
157,YFSJ0177,大败局II,0,2015-11-13 16:49:06.500,0,
158,YFSJ0178,设计之下,0,2015-11-13 16:49:06.500,0,
159,YFSJ0179,设计之下,0,2015-11-13 16:49:06.500,0,
160,YFSJ0180,破茧成蝶—用户体验设计师的成长之路,0,2015-11-13 16:49:06.500,0,
161,YFSJ0181,破茧成蝶—用户体验设计师的成长之路,0,2015-11-13 16:49:06.500,0,
162,YFSJ0182,众妙之门—移动交互体验设计,0,2015-11-13 16:49:06.500,0,
163,YFSJ0183,众妙之门—移动交互体验设计,0,2015-11-13 16:49:06.500,0,
164,YFSJ0184,TOP100全球软件案例精选集,0,2015-11-13 16:49:06.500,0,
165,YFSJ0185,SQL Server 2008 R2报表服务,0,2015-11-13 16:49:06.500,0,
166,YFSJ0186,腾讯的用户体验设计之道,0,2015-11-13 16:49:06.500,0,
167,YFSJ0187,鸟哥的私房菜基础学习篇,0,2015-11-13 16:49:06.500,0,
168,YFSJ0188,鸟哥的私房菜服务器架设篇,0,2015-11-13 16:49:06.500,0,
169,YFSJ0189,在你身边，为你设计 腾讯的用户体验设计之道,0,2015-11-13 16:49:06.500,0,
170,YFSJ0190,软件架构设计：程序员向架构师转型必备（第2版）,0,2015-11-13 16:49:06.500,0,
171,YFSJ0191,微管理—给你一个技术团队，你该怎么管,0,2015-11-13 16:49:06.500,0,
172,YFSJ0192,微管理—给你一个技术团队，你该怎么管,0,2015-11-13 16:49:06.500,0,
173,YFSJ0193,微管理—给你一个技术团队，你该怎么管,0,2015-11-13 16:49:06.500,0,
174,YFSJ0194,你的灯亮着吗？—发现问题的真正所在,0,2015-11-13 16:49:06.500,0,
175,YFSJ0195,你的灯亮着吗？—发现问题的真正所在,0,2015-11-13 16:49:06.500,0,
176,YFSJ0196,你的灯亮着吗？—发现问题的真正所在,0,2015-11-13 16:49:06.500,0,
177,YFSJ0197,实现领域驱动设计,0,2015-11-13 16:49:06.500,0,
178,YFSJ0198,多核应用编程实战,0,2015-11-13 16:49:06.500,0,
179,YFSJ0199,远大前程—从软件新手到行业大牛,0,2015-11-13 16:49:06.500,0,
180,YFSJ0200,远大前程—从软件新手到行业大牛,0,2015-11-13 16:49:06.500,0,
181,YFSJ0201,鸟哥的私房菜基础学习篇（第三版）,0,2015-11-13 16:49:06.500,0,
182,YFSJ0202,程序员修炼之道—从小工到专家,0,2015-11-13 16:49:06.500,0,
183,YFSJ0203,程序员修炼之道—从小工到专家,0,2015-11-13 16:49:06.500,0,
184,YFSJ0204,代码之美,0,2015-11-13 16:49:06.500,0,
185,YFSJ0205,单元测试的艺术（第2版）,0,2015-11-13 16:49:06.500,0,
186,YFSJ0206,深入理解Java虚拟机,0,2015-11-13 16:49:06.500,0,
187,YFSJ0207,Java程序员修炼之道,0,2015-11-13 16:49:06.500,0,
188,YFSJ0208,Hadoop权威指南(第3版),0,2015-11-13 16:49:06.500,0,
189,YFSJ0209,体验·度：简单可依赖的用户体验,0,2015-11-13 16:49:06.500,0,
190,YFSJ0210,体验·度：简单可依赖的用户体验,0,2015-11-13 16:49:06.500,0,
191,YFSJ0211,京东技术解密,0,2015-11-13 16:49:06.500,0,
192,YFSJ0212,京东技术解密,0,2015-11-13 16:49:06.500,0,
193,YFSJ0213,Java核心技术·卷1：基础知识（原书第9版）,0,2015-11-13 16:49:06.500,0,
194,YFSJ0214,Java核心技术·卷1：基础知识（原书第9版）,0,2015-11-13 16:49:06.500,0,
195,YFSJ0215,Java核心技术·卷1：基础知识（原书第9版）,0,2015-11-13 16:49:06.500,0,
196,YFSJ0216,Vim实用技巧,0,2015-11-13 16:49:06.500,0,
197,YFSJ0217,Vim实用技巧,0,2015-11-13 16:49:06.500,0,
198,YFSJ0218,海量运维、运营规划之道,0,2015-11-13 16:49:06.500,0,
199,YFSJ0219,About face3交互设计精髓 ,0,2015-11-13 16:49:06.500,0,
200,YFSJ0220,设计之下:搜狐新闻客户端的用户体验设计,0,2015-11-13 16:49:06.500,0,
201,YFSJ0221,C#并发编程经典实例,0,2015-11-13 16:49:06.500,0,
202,YFSJ0222,SQL Server 2012 深入解析与性能优化（第3版）,0,2015-11-13 16:49:06.500,0,
203,YFSJ0223,SQL Server 2012管理高级教程（第2版,0,2015-11-13 16:49:06.500,0,
204,YFSJ0224,Python基础教程（第2版 修订版）,0,2015-11-13 16:49:06.500,0,
205,YFSJ0225,高性能MySQL（第3版）,0,2015-11-13 16:49:06.500,0,
206,YFSJ0226,CLR via C#（第4版）,0,2015-11-13 16:49:06.500,0,
207,YFSJ0227,IIS 7开发与管理完全参考手册 [Professional IIS7],0,2015-11-13 16:49:06.500,0,
208,YFSJ0228,深入理解C#（第3版）,0,2015-11-13 16:49:06.500,0,
209,YFSJ0229,大型网站技术架构 核心原理与案例分析,0,2015-11-13 16:49:06.500,0,
210,YFSJ0230,Elasticsearch服务器开发（第2版）,0,2015-11-13 16:49:06.500,0,
211,YFSJ0231,Java程序员修炼之道,0,2015-11-13 16:49:06.500,0,
212,YFSJ0232,Java性能优化权威指南 [Java performance],0,2015-11-13 16:49:06.500,0,
213,YFSJ0233,Node.js实践2,0,2015-11-13 16:49:06.500,0,
214,YFSJ0234,Node.js实践1,0,2015-11-13 16:49:06.500,0,
